student_id,student_name,subject,marks,max_marks,attendance,study_hours,grade
STU0081,Abhinav Khan,Computer Science,76,100,58,4,B+
STU0081,Abhinav Khan,English,46,100,66,6,D
STU0081,Abhinav Khan,Statistics,59,100,100,4,C
STU0082,Yash Roy,Mathematics,56,100,92,3,C
STU0082,Yash Roy,Physics,66,100,67,4,B
STU0082,Yash Roy,Chemistry,62,100,74,5,B
STU0082,Yash Roy,Computer Science,39,100,66,2,F
STU0082,Yash Roy,English,69,100,78,3,B
STU0082,Yash Roy,Statistics,60,100,54,5,B
STU0083,Chetan Roy,Mathematics,91,100,86,6,A+
STU0083,Chetan Roy,Physics,86,100,100,6,A
STU0083,Chetan Roy,Chemistry,72,100,82,6,B+
STU0083,Chetan Roy,Computer Science,78,100,91,5,B+
STU0083,Chetan Roy,English,84,100,92,5,A
STU0083,Chetan Roy,Statistics,88,100,100,2,A
STU0084,Qasim Desai,Mathematics,73,100,80,5,B+
STU0084,Qasim Desai,Physics,91,100,95,6,A+
STU0084,Qasim Desai,Chemistry,84,100,75,7,A
STU0084,Qasim Desai,Computer Science,78,100,92,6,B+
STU0084,Qasim Desai,English,89,100,90,5,A
STU0084,Qasim Desai,Statistics,79,100,90,5,B+
STU0085,Gaurav Patil,Mathematics,81,100,46,6,A
STU0085,Gaurav Patil,Physics,49,100,72,4,D
STU0085,Gaurav Patil,Chemistry,63,100,69,2,B
STU0085,Gaurav Patil,Computer Science,68,100,73,3,B
STU0085,Gaurav Patil,English,60,100,73,6,B
STU0085,Gaurav Patil,Statistics,38,100,90,5,F
STU0086,Chirag Agarwal,Mathematics,50,100,79,3,C
STU0086,Chirag Agarwal,Physics,73,100,65,4,B+
STU0086,Chirag Agarwal,Chemistry,69,100,64,4,B
STU0086,Chirag Agarwal,Computer Science,51,100,75,6,C
STU0086,Chirag Agarwal,English,68,100,68,3,B
STU0086,Chirag Agarwal,Statistics,63,100,44,3,B
STU0087,Tanmay Das,Mathematics,87,100,69,1,A
STU0087,Tanmay Das,Physics,67,100,92,4,B
STU0087,Tanmay Das,Chemistry,80,100,86,1,A
STU0087,Tanmay Das,Computer Science,55,100,74,2,C
STU0087,Tanmay Das,English,46,100,80,4,D
STU0087,Tanmay Das,Statistics,64,100,78,3,B
STU0088,Lakshmi D'Souza,Mathematics,57,100,65,3,C
STU0088,Lakshmi D'Souza,Physics,79,100,73,3,B+
STU0088,Lakshmi D'Souza,Chemistry,67,100,88,2,B
STU0088,Lakshmi D'Souza,Computer Science,54,100,76,7,C
STU0088,Lakshmi D'Souza,English,59,100,71,5,C
STU0088,Lakshmi D'Souza,Statistics,86,100,62,4,A
STU0089,Vani Singh,Mathematics,61,100,100,1,B
STU0089,Vani Singh,Physics,58,100,73,5,C
STU0089,Vani Singh,Chemistry,70,100,68,2,B+
STU0089,Vani Singh,Computer Science,55,100,63,4,C
STU0089,Vani Singh,English,65,100,73,4,B
STU0089,Vani Singh,Statistics,70,100,59,3,B+
STU0090,Gayatri Das,Mathematics,83,100,60,7,A
STU0090,Gayatri Das,Physics,56,100,84,2,C
STU0090,Gayatri Das,Chemistry,71,100,71,5,B+
STU0090,Gayatri Das,Computer Science,81,100,85,3,A
STU0090,Gayatri Das,English,47,100,69,3,D
STU0090,Gayatri Das,Statistics,51,100,78,4,C
STU0091,Chetan Singh,Mathematics,93,100,95,7,A+
STU0091,Chetan Singh,Physics,82,100,93,4,A
STU0091,Chetan Singh,Chemistry,76,100,94,6,B+
STU0091,Chetan Singh,Computer Science,84,100,82,5,A
STU0091,Chetan Singh,English,75,100,80,5,B+
STU0091,Chetan Singh,Statistics,89,100,88,6,A
STU0092,Pallavi Nair,Mathematics,35,100,88,6,F
STU0092,Pallavi Nair,Physics,43,100,93,1,D
STU0092,Pallavi Nair,Chemistry,49,100,78,1,D
STU0092,Pallavi Nair,Computer Science,61,100,89,5,B
STU0092,Pallavi Nair,English,71,100,67,5,B+
STU0092,Pallavi Nair,Statistics,73,100,75,5,B+
STU0093,Manish Patel,Mathematics,48,100,71,4,D
STU0093,Manish Patel,Physics,69,100,78,2,B
STU0093,Manish Patel,Chemistry,73,100,80,5,B+
STU0093,Manish Patel,Computer Science,73,100,77,4,B+
STU0093,Manish Patel,English,44,100,77,1,D
STU0093,Manish Patel,Statistics,60,100,70,2,B
STU0094,Laxman Bose,Mathematics,71,100,71,5,B+
STU0094,Laxman Bose,Physics,79,100,69,3,B+
STU0094,Laxman Bose,Chemistry,55,100,73,2,C
STU0094,Laxman Bose,Computer Science,92,100,89,3,A+
STU0094,Laxman Bose,English,68,100,80,4,B
STU0094,Laxman Bose,Statistics,49,100,65,4,D
STU0095,Riya Joshi,Mathematics,85,100,67,4,A
STU0095,Riya Joshi,Physics,77,100,86,6,B+
STU0095,Riya Joshi,Chemistry,86,100,99,8,A
STU0095,Riya Joshi,Computer Science,73,100,89,8,B+
STU0095,Riya Joshi,English,77,100,85,6,B+
STU0095,Riya Joshi,Statistics,81,100,83,5,A
STU0096,Qasim Tiwari,Mathematics,61,100,71,2,B
STU0096,Qasim Tiwari,Physics,60,100,88,3,B
STU0096,Qasim Tiwari,Chemistry,60,100,69,5,B
STU0096,Qasim Tiwari,Computer Science,83,100,58,2,A
STU0096,Qasim Tiwari,English,79,100,81,2,B+
STU0096,Qasim Tiwari,Statistics,48,100,70,2,D
STU0097,Suresh D'Souza,Mathematics,77,100,68,4,B+
STU0097,Suresh D'Souza,Physics,92,100,88,4,A+
STU0097,Suresh D'Souza,Chemistry,64,100,71,4,B
STU0097,Suresh D'Souza,Computer Science,86,100,83,1,A
STU0097,Suresh D'Souza,English,56,100,75,5,C
STU0097,Suresh D'Souza,Statistics,54,100,77,3,C
STU0098,Gaurav Mehta,Mathematics,71,100,63,3,B+
STU0098,Gaurav Mehta,Physics,77,100,65,7,B+
STU0098,Gaurav Mehta,Chemistry,56,100,78,2,C
STU0098,Gaurav Mehta,Computer Science,55,100,76,3,C
STU0098,Gaurav Mehta,English,71,100,69,1,B+
STU0098,Gaurav Mehta,Statistics,76,100,83,4,B+
STU0099,Laxman Roy,Mathematics,76,100,85,1,B+
STU0099,Laxman Roy,Physics,59,100,98,5,C
STU0099,Laxman Roy,Chemistry,59,100,62,2,C
STU0099,Laxman Roy,Computer Science,59,100,66,5,C
STU0099,Laxman Roy,English,64,100,68,6,B
STU0099,Laxman Roy,Statistics,65,100,75,3,B
STU0100,Meera Menon,Mathematics,50,100,85,2,C
STU0100,Meera Menon,Physics,62,100,88,3,B
STU0100,Meera Menon,Chemistry,69,100,88,5,B
STU0100,Meera Menon,Computer Science,67,100,75,4,B
STU0100,Meera Menon,English,48,100,59,5,D
STU0100,Meera Menon,Statistics,82,100,62,5,A
STU0101,Farida Singh,Mathematics,62,100,69,4,B
STU0101,Farida Singh,Physics,83,100,79,1,A
STU0101,Farida Singh,Chemistry,60,100,64,4,B
STU0101,Farida Singh,Computer Science,53,100,69,4,C
STU0101,Farida Singh,English,52,100,73,2,C
STU0101,Farida Singh,Statistics,78,100,79,3,B+
STU0102,Lakshmi Hussain,Mathematics,50,100,69,3,C
STU0102,Lakshmi Hussain,Physics,51,100,72,1,C
STU0102,Lakshmi Hussain,Chemistry,40,100,41,1,D
STU0102,Lakshmi Hussain,Computer Science,20,100,70,0,F
STU0102,Lakshmi Hussain,English,52,100,60,2,C
STU0102,Lakshmi Hussain,Statistics,50,100,62,2,C
STU0103,Disha Verma,Mathematics,36,100,59,3,F
STU0103,Disha Verma,Physics,26,100,47,1,F
STU0103,Disha Verma,Chemistry,45,100,58,0,D
STU0103,Disha Verma,Computer Science,63,100,68,2,B
STU0103,Disha Verma,English,60,100,61,2,B
STU0103,Disha Verma,Statistics,49,100,58,2,D
STU0104,Xena Tiwari,Mathematics,84,100,93,6,A
STU0104,Xena Tiwari,Physics,50,100,66,4,C
STU0104,Xena Tiwari,Chemistry,60,100,68,4,B
STU0104,Xena Tiwari,Computer Science,39,100,78,5,F
STU0104,Xena Tiwari,English,58,100,60,4,C
STU0104,Xena Tiwari,Statistics,65,100,72,4,B
STU0105,Waqar Menon,Mathematics,77,100,79,3,B+
STU0105,Waqar Menon,Physics,59,100,60,6,C
STU0105,Waqar Menon,Chemistry,59,100,88,5,C
STU0105,Waqar Menon,Computer Science,68,100,56,3,B
STU0105,Waqar Menon,English,64,100,72,7,B
STU0105,Waqar Menon,Statistics,68,100,74,3,B
STU0106,Rahul Desai,Mathematics,9,100,46,3,F
STU0106,Rahul Desai,Physics,47,100,61,2,D
STU0106,Rahul Desai,Chemistry,35,100,44,0,F
STU0106,Rahul Desai,Computer Science,46,100,58,1,D
STU0106,Rahul Desai,English,40,100,60,1,D
STU0106,Rahul Desai,Statistics,65,100,47,0,B
STU0107,Qasim Agarwal,Mathematics,75,100,59,4,B+
STU0107,Qasim Agarwal,Physics,53,100,79,5,C
STU0107,Qasim Agarwal,Chemistry,69,100,76,3,B
STU0107,Qasim Agarwal,Computer Science,61,100,65,6,B
STU0107,Qasim Agarwal,English,60,100,74,5,B
STU0107,Qasim Agarwal,Statistics,46,100,76,6,D
STU0108,Indira Menon,Mathematics,85,100,100,7,A
STU0108,Indira Menon,Physics,100,100,85,5,A+
STU0108,Indira Menon,Chemistry,85,100,85,6,A
STU0108,Indira Menon,Computer Science,83,100,83,4,A
STU0108,Indira Menon,English,84,100,90,5,A
STU0108,Indira Menon,Statistics,81,100,80,5,A
STU0109,Hemant Mehta,Mathematics,76,100,73,2,B+
STU0109,Hemant Mehta,Physics,54,100,54,3,C
STU0109,Hemant Mehta,Chemistry,80,100,76,6,A
STU0109,Hemant Mehta,Computer Science,60,100,67,6,B
STU0109,Hemant Mehta,English,83,100,68,3,A
STU0109,Hemant Mehta,Statistics,86,100,97,4,A
STU0110,Nandita Kapoor,Mathematics,38,100,44,2,F
STU0110,Nandita Kapoor,Physics,26,100,77,2,F
STU0110,Nandita Kapoor,Chemistry,39,100,56,2,F
STU0110,Nandita Kapoor,Computer Science,22,100,63,1,F
STU0110,Nandita Kapoor,English,53,100,58,1,C
STU0110,Nandita Kapoor,Statistics,6,100,34,2,F
STU0111,Abhinav Das,Mathematics,90,100,85,6,A+
STU0111,Abhinav Das,Physics,96,100,92,4,A+
STU0111,Abhinav Das,Chemistry,83,100,94,7,A
STU0111,Abhinav Das,Computer Science,68,100,86,3,B
STU0111,Abhinav Das,English,82,100,78,6,A
STU0111,Abhinav Das,Statistics,89,100,89,7,A
STU0112,Ekta Roy,Mathematics,67,100,80,2,B
STU0112,Ekta Roy,Physics,56,100,86,3,C
STU0112,Ekta Roy,Chemistry,42,100,76,4,D
STU0112,Ekta Roy,Computer Science,63,100,67,4,B
STU0112,Ekta Roy,English,61,100,75,3,B
STU0112,Ekta Roy,Statistics,60,100,70,1,B
STU0113,Omkar Agarwal,Mathematics,59,100,85,5,C
STU0113,Omkar Agarwal,Physics,41,100,76,6,D
STU0113,Omkar Agarwal,Chemistry,67,100,78,4,B
STU0113,Omkar Agarwal,Computer Science,74,100,68,4,B+
STU0113,Omkar Agarwal,English,70,100,66,0,B+
STU0113,Omkar Agarwal,Statistics,68,100,53,3,B
STU0114,Bhavna Desai,Mathematics,49,100,83,2,D
STU0114,Bhavna Desai,Physics,44,100,88,4,D
STU0114,Bhavna Desai,Chemistry,61,100,83,3,B
STU0114,Bhavna Desai,Computer Science,47,100,69,5,D
STU0114,Bhavna Desai,English,61,100,82,2,B
STU0114,Bhavna Desai,Statistics,66,100,72,4,B
STU0115,Priya Joshi,Mathematics,27,100,52,2,F
STU0115,Priya Joshi,Physics,25,100,48,2,F
STU0115,Priya Joshi,Chemistry,23,100,57,2,F
STU0115,Priya Joshi,Computer Science,61,100,58,1,B
STU0115,Priya Joshi,English,66,100,56,3,B
STU0115,Priya Joshi,Statistics,37,100,63,3,F
STU0116,Meera Nair,Mathematics,49,100,71,3,D
STU0116,Meera Nair,Physics,73,100,71,4,B+
STU0116,Meera Nair,Chemistry,65,100,74,2,B
STU0116,Meera Nair,Computer Science,81,100,58,2,A
STU0116,Meera Nair,English,55,100,54,2,C
STU0116,Meera Nair,Statistics,71,100,69,5,B+
STU0117,Shreya Iyer,Mathematics,34,100,86,5,F
STU0117,Shreya Iyer,Physics,58,100,68,4,C
STU0117,Shreya Iyer,Chemistry,61,100,92,5,B
STU0117,Shreya Iyer,Computer Science,48,100,65,6,D
STU0117,Shreya Iyer,English,56,100,72,3,C
STU0117,Shreya Iyer,Statistics,84,100,60,5,A
STU0118,Nikhil Roy,Mathematics,23,100,53,0,F
STU0118,Nikhil Roy,Physics,25,100,65,5,F
STU0118,Nikhil Roy,Chemistry,26,100,51,2,F
STU0118,Nikhil Roy,Computer Science,51,100,57,1,C
STU0118,Nikhil Roy,English,25,100,60,3,F
STU0118,Nikhil Roy,Statistics,39,100,67,1,F
STU0119,Lakshmi Desai,Mathematics,64,100,82,2,B
STU0119,Lakshmi Desai,Physics,47,100,67,3,D
STU0119,Lakshmi Desai,Chemistry,67,100,79,6,B
STU0119,Lakshmi Desai,Computer Science,82,100,68,5,A
STU0119,Lakshmi Desai,English,77,100,90,5,B+
STU0119,Lakshmi Desai,Statistics,75,100,85,5,B+
STU0120,Vani Tiwari,Mathematics,74,100,88,4,B+
STU0120,Vani Tiwari,Physics,81,100,76,7,A
STU0120,Vani Tiwari,Chemistry,93,100,90,6,A+
STU0120,Vani Tiwari,Computer Science,81,100,84,3,A
STU0120,Vani Tiwari,English,85,100,90,2,A
STU0120,Vani Tiwari,Statistics,88,100,100,7,A
STU0121,Suresh Kapoor,Mathematics,86,100,76,3,A
STU0121,Suresh Kapoor,Physics,68,100,88,4,B
STU0121,Suresh Kapoor,Chemistry,50,100,56,4,C
STU0121,Suresh Kapoor,Computer Science,65,100,70,1,B
STU0121,Suresh Kapoor,English,67,100,81,3,B
STU0121,Suresh Kapoor,Statistics,72,100,88,5,B+
STU0122,Gayatri Ali,Mathematics,67,100,79,2,B
STU0122,Gayatri Ali,Physics,54,100,69,4,C
STU0122,Gayatri Ali,Chemistry,48,100,71,1,D
STU0122,Gayatri Ali,Computer Science,50,100,65,3,C
STU0122,Gayatri Ali,English,46,100,67,1,D
STU0122,Gayatri Ali,Statistics,78,100,70,1,B+
STU0123,Eshan Hussain,Mathematics,53,100,83,5,C
STU0123,Eshan Hussain,Physics,67,100,60,3,B
STU0123,Eshan Hussain,Chemistry,62,100,76,6,B
STU0123,Eshan Hussain,Computer Science,67,100,82,1,B
STU0123,Eshan Hussain,English,53,100,77,4,C
STU0123,Eshan Hussain,Statistics,54,100,66,2,C
STU0124,Vikram Patil,Mathematics,3,100,68,0,F
STU0124,Vikram Patil,Physics,66,100,51,0,B
STU0124,Vikram Patil,Chemistry,43,100,59,2,D
STU0124,Vikram Patil,Computer Science,25,100,67,3,F
STU0124,Vikram Patil,English,20,100,51,4,F
STU0124,Vikram Patil,Statistics,49,100,59,3,D
STU0125,Gayatri Hussain,Mathematics,51,100,53,0,C
STU0125,Gayatri Hussain,Physics,57,100,53,3,C
STU0125,Gayatri Hussain,Chemistry,39,100,48,3,F
STU0125,Gayatri Hussain,Computer Science,9,100,44,1,F
STU0125,Gayatri Hussain,English,42,100,69,2,D
STU0125,Gayatri Hussain,Statistics,33,100,31,2,F
STU0126,Divya Verma,Mathematics,42,100,49,0,D
STU0126,Divya Verma,Physics,43,100,42,1,D
STU0126,Divya Verma,Chemistry,40,100,60,3,D
STU0126,Divya Verma,Computer Science,53,100,46,2,C
STU0126,Divya Verma,English,35,100,47,0,F
STU0126,Divya Verma,Statistics,59,100,58,0,C
STU0127,Bhavna Kumar,Mathematics,48,100,49,3,D
STU0127,Bhavna Kumar,Physics,28,100,53,0,F
STU0127,Bhavna Kumar,Chemistry,37,100,60,2,F
STU0127,Bhavna Kumar,Computer Science,21,100,58,3,F
STU0127,Bhavna Kumar,English,32,100,62,3,F
STU0127,Bhavna Kumar,Statistics,36,100,69,4,F
STU0128,Wahida Joshi,Mathematics,51,100,65,1,C
STU0128,Wahida Joshi,Physics,21,100,68,3,F
STU0128,Wahida Joshi,Chemistry,8,100,69,1,F
STU0128,Wahida Joshi,Computer Science,34,100,64,2,F
STU0128,Wahida Joshi,English,34,100,50,0,F
STU0128,Wahida Joshi,Statistics,39,100,54,3,F
STU0129,Disha Tiwari,Mathematics,67,100,76,4,B
STU0129,Disha Tiwari,Physics,56,100,71,4,C
STU0129,Disha Tiwari,Chemistry,45,100,54,1,D
STU0129,Disha Tiwari,Computer Science,48,100,69,5,D
STU0129,Disha Tiwari,English,49,100,88,2,D
STU0129,Disha Tiwari,Statistics,66,100,70,5,B
STU0130,Qasim Iyer,Mathematics,82,100,83,4,A
STU0130,Qasim Iyer,Physics,88,100,90,5,A
STU0130,Qasim Iyer,Chemistry,90,100,62,5,A+
STU0130,Qasim Iyer,Computer Science,77,100,98,8,B+
STU0130,Qasim Iyer,English,82,100,71,7,A
STU0130,Qasim Iyer,Statistics,90,100,86,4,A+
STU0131,Uma Bose,Mathematics,64,100,62,2,B
STU0131,Uma Bose,Physics,54,100,67,4,C
STU0131,Uma Bose,Chemistry,60,100,51,4,B
STU0131,Uma Bose,Computer Science,82,100,82,2,A
STU0131,Uma Bose,English,66,100,76,3,B
STU0131,Uma Bose,Statistics,42,100,59,4,D
STU0132,Vikram Das,Mathematics,69,100,96,4,B
STU0132,Vikram Das,Physics,48,100,80,2,D
STU0132,Vikram Das,Chemistry,71,100,67,5,B+
STU0132,Vikram Das,Computer Science,80,100,77,7,A
STU0132,Vikram Das,English,62,100,68,8,B
STU0132,Vikram Das,Statistics,56,100,72,4,C
STU0133,Disha Ali,Mathematics,56,100,80,2,C
STU0133,Disha Ali,Physics,57,100,78,3,C
STU0133,Disha Ali,Chemistry,71,100,73,3,B+
STU0133,Disha Ali,Computer Science,60,100,62,3,B
STU0133,Disha Ali,English,61,100,53,3,B
STU0133,Disha Ali,Statistics,91,100,69,4,A+
STU0134,Lakshmi Verma,Mathematics,41,100,64,1,D
STU0134,Lakshmi Verma,Physics,67,100,75,2,B
STU0134,Lakshmi Verma,Chemistry,61,100,65,2,B
STU0134,Lakshmi Verma,Computer Science,58,100,70,1,C
STU0134,Lakshmi Verma,English,55,100,69,4,C
STU0134,Lakshmi Verma,Statistics,55,100,73,5,C
STU0135,Chirag Gupta,Mathematics,30,100,55,1,F
STU0135,Chirag Gupta,Physics,48,100,64,2,D
STU0135,Chirag Gupta,Chemistry,63,100,37,3,B
STU0135,Chirag Gupta,Computer Science,40,100,69,1,D
STU0135,Chirag Gupta,English,47,100,56,3,D
STU0135,Chirag Gupta,Statistics,44,100,53,2,D
STU0136,Ekta Khan,Mathematics,62,100,73,4,B
STU0136,Ekta Khan,Physics,60,100,82,4,B
STU0136,Ekta Khan,Chemistry,30,100,70,4,F
STU0136,Ekta Khan,Computer Science,52,100,58,4,C
STU0136,Ekta Khan,English,70,100,96,2,B+
STU0136,Ekta Khan,Statistics,68,100,72,4,B
STU0137,Hina Kumar,Mathematics,63,100,60,3,B
STU0137,Hina Kumar,Physics,58,100,97,4,C
STU0137,Hina Kumar,Chemistry,63,100,80,3,B
STU0137,Hina Kumar,Computer Science,72,100,72,0,B+
STU0137,Hina Kumar,English,64,100,66,2,B
STU0137,Hina Kumar,Statistics,59,100,82,4,C
STU0138,Pallavi Patil,Mathematics,59,100,47,2,C
STU0138,Pallavi Patil,Physics,56,100,52,0,C
STU0138,Pallavi Patil,Chemistry,41,100,41,2,D
STU0138,Pallavi Patil,Computer Science,33,100,56,3,F
STU0138,Pallavi Patil,English,54,100,45,1,C
STU0138,Pallavi Patil,Statistics,32,100,32,1,F
STU0139,Abhinav Hussain,Mathematics,85,100,73,7,A
STU0139,Abhinav Hussain,Physics,72,100,65,3,B+
STU0139,Abhinav Hussain,Chemistry,44,100,70,4,D
STU0139,Abhinav Hussain,Computer Science,68,100,76,1,B
STU0139,Abhinav Hussain,English,77,100,65,4,B+
STU0139,Abhinav Hussain,Statistics,83,100,64,1,A
STU0140,Omkar Gupta,Mathematics,67,100,62,3,B
STU0140,Omkar Gupta,Physics,70,100,75,1,B+
STU0140,Omkar Gupta,Chemistry,68,100,65,4,B
STU0140,Omkar Gupta,Computer Science,86,100,81,4,A
STU0140,Omkar Gupta,English,65,100,70,6,B
STU0140,Omkar Gupta,Statistics,58,100,66,3,C
STU0141,Farhan D'Souza,Mathematics,60,100,81,5,B
STU0141,Farhan D'Souza,Physics,56,100,89,2,C
STU0141,Farhan D'Souza,Chemistry,77,100,68,4,B+
STU0141,Farhan D'Souza,Computer Science,27,100,63,4,F
STU0141,Farhan D'Souza,English,70,100,72,1,B+
STU0141,Farhan D'Souza,Statistics,70,100,79,3,B+
STU0142,Uday Ansari,Mathematics,66,100,74,4,B
STU0142,Uday Ansari,Physics,80,100,67,4,A
STU0142,Uday Ansari,Chemistry,53,100,67,1,C
STU0142,Uday Ansari,Computer Science,66,100,65,1,B
STU0142,Uday Ansari,English,66,100,73,2,B
STU0142,Uday Ansari,Statistics,61,100,73,3,B
STU0143,Tanmay Menon,Mathematics,84,100,97,6,A
STU0143,Tanmay Menon,Physics,86,100,92,3,A
STU0143,Tanmay Menon,Chemistry,76,100,91,4,B+
STU0143,Tanmay Menon,Computer Science,93,100,67,5,A+
STU0143,Tanmay Menon,English,95,100,73,4,A+
STU0143,Tanmay Menon,Statistics,93,100,94,6,A+
STU0144,Rahul Bose,Mathematics,27,100,76,1,F
STU0144,Rahul Bose,Physics,33,100,56,1,F
STU0144,Rahul Bose,Chemistry,24,100,44,1,F
STU0144,Rahul Bose,Computer Science,35,100,66,2,F
STU0144,Rahul Bose,English,39,100,67,1,F
STU0144,Rahul Bose,Statistics,30,100,50,3,F
STU0145,Aarav Choudhary,Mathematics,72,100,79,4,B+
STU0145,Aarav Choudhary,Physics,66,100,77,4,B
STU0145,Aarav Choudhary,Chemistry,67,100,77,6,B
STU0145,Aarav Choudhary,Computer Science,70,100,80,6,B+
STU0145,Aarav Choudhary,English,52,100,85,3,C
STU0145,Aarav Choudhary,Statistics,67,100,76,5,B
STU0146,Kavita Joshi,Mathematics,52,100,80,7,C
STU0146,Kavita Joshi,Physics,69,100,70,1,B
STU0146,Kavita Joshi,Chemistry,72,100,80,2,B+
STU0146,Kavita Joshi,Computer Science,74,100,54,3,B+
STU0146,Kavita Joshi,English,56,100,75,3,C
STU0146,Kavita Joshi,Statistics,37,100,88,3,F
STU0147,Jaya Das,Mathematics,84,100,100,5,A
STU0147,Jaya Das,Physics,83,100,81,6,A
STU0147,Jaya Das,Chemistry,75,100,99,3,B+
STU0147,Jaya Das,Computer Science,79,100,71,5,B+
STU0147,Jaya Das,English,94,100,89,5,A+
STU0147,Jaya Das,Statistics,86,100,100,7,A
STU0148,Farhan Agarwal,Mathematics,55,100,74,6,C
STU0148,Farhan Agarwal,Physics,58,100,70,3,C
STU0148,Farhan Agarwal,Chemistry,57,100,60,3,C
STU0148,Farhan Agarwal,Computer Science,57,100,84,5,C
STU0148,Farhan Agarwal,English,65,100,60,7,B
STU0148,Farhan Agarwal,Statistics,63,100,64,5,B
STU0149,Zubair Malhotra,Mathematics,73,100,74,5,B+
STU0149,Zubair Malhotra,Physics,48,100,74,4,D
STU0149,Zubair Malhotra,Chemistry,46,100,86,5,D
STU0149,Zubair Malhotra,Computer Science,58,100,78,2,C
STU0149,Zubair Malhotra,English,58,100,73,3,C
STU0149,Zubair Malhotra,Statistics,70,100,84,4,B+
STU0150,Bhavna Saxena,Mathematics,27,100,54,2,F
STU0150,Bhavna Saxena,Physics,49,100,52,2,D
STU0150,Bhavna Saxena,Chemistry,47,100,59,3,D
STU0150,Bhavna Saxena,Computer Science,32,100,60,1,F
STU0150,Bhavna Saxena,English,45,100,73,2,D
STU0150,Bhavna Saxena,Statistics,46,100,53,2,D
STU0151,Gayatri Tiwari,Mathematics,54,100,83,4,C
STU0151,Gayatri Tiwari,Physics,82,100,84,2,A
STU0151,Gayatri Tiwari,Chemistry,54,100,72,6,C
STU0151,Gayatri Tiwari,Computer Science,48,100,67,3,D
STU0151,Gayatri Tiwari,English,64,100,83,2,B
STU0151,Gayatri Tiwari,Statistics,38,100,66,3,F
STU0152,Rahul Das,Mathematics,52,100,74,3,C
STU0152,Rahul Das,Physics,52,100,77,2,C
STU0152,Rahul Das,Chemistry,80,100,72,1,A
STU0152,Rahul Das,Computer Science,66,100,70,2,B
STU0152,Rahul Das,English,70,100,80,5,B+
STU0152,Rahul Das,Statistics,80,100,60,1,A
STU0153,Riya Das,Mathematics,47,100,74,2,D
STU0153,Riya Das,Physics,55,100,46,4,C
STU0153,Riya Das,Chemistry,69,100,73,2,B
STU0153,Riya Das,Computer Science,63,100,78,5,B
STU0153,Riya Das,English,66,100,85,5,B
STU0153,Riya Das,Statistics,55,100,59,4,C
STU0154,Wahida Pillai,Mathematics,58,100,76,5,C
STU0154,Wahida Pillai,Physics,63,100,79,3,B
STU0154,Wahida Pillai,Chemistry,48,100,92,4,D
STU0154,Wahida Pillai,Computer Science,70,100,64,4,B+
STU0154,Wahida Pillai,English,71,100,75,4,B+
STU0154,Wahida Pillai,Statistics,80,100,93,4,A
STU0155,Xena Bose,Mathematics,84,100,82,7,A
STU0155,Xena Bose,Physics,87,100,91,7,A
STU0155,Xena Bose,Chemistry,90,100,93,6,A+
STU0155,Xena Bose,Computer Science,64,100,96,5,B
STU0155,Xena Bose,English,91,100,89,6,A+
STU0155,Xena Bose,Statistics,83,100,76,7,A
STU0156,Hemant Malhotra,Mathematics,70,100,66,2,B+
STU0156,Hemant Malhotra,Physics,57,100,77,4,C
STU0156,Hemant Malhotra,Chemistry,86,100,62,2,A
STU0156,Hemant Malhotra,Computer Science,63,100,66,3,B
STU0156,Hemant Malhotra,English,57,100,82,3,C
STU0156,Hemant Malhotra,Statistics,55,100,74,4,C
STU0157,Yash Joshi,Mathematics,69,100,65,5,B
STU0157,Yash Joshi,Physics,79,100,59,2,B+
STU0157,Yash Joshi,Chemistry,58,100,77,5,C
STU0157,Yash Joshi,Computer Science,74,100,72,3,B+
STU0157,Yash Joshi,English,67,100,56,4,B
STU0157,Yash Joshi,Statistics,58,100,74,4,C
STU0158,Divya Kapoor,Mathematics,74,100,78,3,B+
STU0158,Divya Kapoor,Physics,52,100,64,2,C
STU0158,Divya Kapoor,Chemistry,64,100,51,4,B
STU0158,Divya Kapoor,Computer Science,75,100,69,4,B+
STU0158,Divya Kapoor,English,61,100,81,0,B
STU0158,Divya Kapoor,Statistics,76,100,63,3,B+
STU0159,Brinda Menon,Mathematics,76,100,67,5,B+
STU0159,Brinda Menon,Physics,78,100,93,5,B+
STU0159,Brinda Menon,Chemistry,81,100,96,6,A
STU0159,Brinda Menon,Computer Science,81,100,91,7,A
STU0159,Brinda Menon,English,87,100,73,5,A
STU0159,Brinda Menon,Statistics,87,100,100,5,A
STU0160,Waqar Gupta,Mathematics,62,100,59,4,B
STU0160,Waqar Gupta,Physics,62,100,71,4,B
STU0160,Waqar Gupta,Chemistry,62,100,57,2,B
STU0160,Waqar Gupta,Computer Science,68,100,76,3,B
STU0160,Waqar Gupta,English,71,100,74,3,B+
STU0160,Waqar Gupta,Statistics,67,100,68,2,B
STU0161,Manish Kapoor,Mathematics,59,100,93,2,C
STU0161,Manish Kapoor,Physics,60,100,61,0,B
STU0161,Manish Kapoor,Chemistry,62,100,67,3,B
STU0161,Manish Kapoor,Computer Science,75,100,59,5,B+
STU0161,Manish Kapoor,English,74,100,78,6,B+
STU0161,Manish Kapoor,Statistics,45,100,86,2,D
STU0162,Tanmay Rao,Mathematics,75,100,90,1,B+
STU0162,Tanmay Rao,Physics,56,100,71,4,C
STU0162,Tanmay Rao,Chemistry,57,100,79,4,C
